main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,Baños_imp,Recámaras_imp,num_comercios_imp,is_consultorio_imp,is_recreativo_imp,is_retail_imp,is_escuela_imp,precio_m2,precio_m2_final
"departamento col roma, cuauhtémoc","Rio Nilo, Roma Norte, Cuauhtémoc, Distrito Federal",1787,depto,renta,29.0,19.4278822,-99.1713153,2.0,1.0,2.0,220.0,220.0,0.0,35000.0,metros_cubicos,POINT (-99.1713153 19.4278822),12557,0901500010926,9,15,1,0926,Urbana,1861,430.0,1.0,57.0,64.0,9.0,2.0,2.0,430.0,1.0,57.0,64.0,9.0,27272.72727272727,27272.72727272727
"lindo depto. 65 m2, 3 recámaras col. roma norte","Lindo Depto. 65 M2, 3 Recámaras Col. Roma Norte, Cuauhtémoc, Distrito Federal",125,depto,renta,3.0,19.4119026,-99.1596531,1.0,,,65.0,65.0,8.0,15000.0,metros_cubicos,POINT (-99.1596531 19.4119026),12617,0901500011375,9,15,1,1375,Urbana,1862,211.0,6.0,52.0,60.0,4.0,1.0,1.8,211.0,6.0,52.0,60.0,4.0,39560.43956043956,39560.43956043956
departamento en venta en colonia roma norte,"Tapachula 17, Cuauhtémoc, Distrito Federal",401,depto,venta,8.0,19.4121714,-99.1620752,4.0,2.0,4.0,143.0,143.0,12.0,5900000.0,metros_cubicos,POINT (-99.1620752 19.4121714),12617,0901500011375,9,15,1,1375,Urbana,1863,250.0,12.0,55.0,65.0,2.0,4.0,4.0,250.0,12.0,55.0,65.0,2.0,41258.74125874126,41258.74125874126
departamento en la colonia roma en venta,"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1095,depto,venta,3.0,19.4119026,-99.1596531,2.0,2.0,2.0,97.0,97.0,0.0,5752000.0,metros_cubicos,POINT (-99.1596531 19.4119026),12617,0901500011375,9,15,1,1375,Urbana,1864,211.0,6.0,52.0,60.0,4.0,2.0,2.0,211.0,6.0,52.0,60.0,4.0,59298.969072164946,59298.969072164946
departamento en venta roma norte (m2d2011),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1291,depto,venta,,19.4115632,-99.1605358,2.0,1.0,2.0,78.0,78.0,0.0,4529780.0,metros_cubicos,POINT (-99.16053580000001 19.4115632),12617,0901500011375,9,15,1,1375,Urbana,1865,232.0,10.0,49.0,63.0,7.0,2.0,2.0,232.0,10.0,49.0,63.0,7.0,58074.10256410256,58074.10256410256
departamento en venta roma norte (m2d2186),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1318,depto,venta,,19.4115632,-99.1605358,2.0,1.0,2.0,70.0,70.0,0.0,4239840.0,metros_cubicos,POINT (-99.16053580000001 19.4115632),12617,0901500011375,9,15,1,1375,Urbana,1866,232.0,10.0,49.0,63.0,7.0,2.0,2.0,232.0,10.0,49.0,63.0,7.0,60569.142857142855,60569.142857142855
venta departamento una recamara en la roma,"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1548,depto,venta,6.0,19.4119107,-99.159609,1.0,,1.0,40.0,40.0,0.0,1800000.0,metros_cubicos,POINT (-99.159609 19.4119107),12617,0901500011375,9,15,1,1375,Urbana,1867,206.0,6.0,51.0,58.0,4.0,1.0,1.0,206.0,6.0,51.0,58.0,4.0,45000.0,45000.0
2 habitaciones 2 baños   chiapas 112 col roma norte,"Chiapas 112, Roma Norte, Cuauhtémoc, Distrito Federal",1572,depto,renta,54.0,19.4126181,-99.1608245,2.0,2.0,2.0,98.0,98.0,7.0,23000.0,metros_cubicos,POINT (-99.1608245 19.4126181),12617,0901500011375,9,15,1,1375,Urbana,1868,432.0,206.0,50.0,66.0,6.0,2.0,2.0,432.0,206.0,50.0,66.0,6.0,40233.236151603494,40233.236151603494
en venta bonito depto. bien ubicado,"Nayarit 12, Roma Sur, Cuauhtémoc, Distrito Federal",1603,depto,venta,3.0,19.409876,-99.1611948,2.0,1.0,2.0,96.0,96.0,27.0,4000000.0,metros_cubicos,POINT (-99.1611948 19.409876),12617,0901500011375,9,15,1,1375,Urbana,1869,221.0,9.0,36.0,61.0,9.0,2.0,2.0,221.0,9.0,36.0,61.0,9.0,41666.666666666664,41666.666666666664
departamento en venta roma norte,"Coahuila 119, Roma Norte, Cuauhtémoc, Distrito Federal",1652,depto,venta,34.0,19.4117092,-99.1613624,2.0,1.0,2.0,90.0,87.0,10.0,4100000.0,metros_cubicos,POINT (-99.1613624 19.4117092),12617,0901500011375,9,15,1,1375,Urbana,1870,247.0,11.0,50.0,70.0,2.0,2.0,2.0,247.0,11.0,50.0,70.0,2.0,45555.555555555555,45555.555555555555
departamento en venta en roma norte calle coahuila 21-2364 ,"Roma Norte, Cuauhtémoc, Distrito Federal",1683,depto,venta,4.0,19.4116332,-99.1610265,1.0,1.0,1.0,43.0,43.0,0.0,3370000.0,metros_cubicos,POINT (-99.16102650000001 19.4116332),12617,0901500011375,9,15,1,1375,Urbana,1871,240.0,10.0,47.0,67.0,3.0,1.0,1.0,240.0,10.0,47.0,67.0,3.0,78372.09302325582,78372.09302325582
venta pent house col roma norte,"Tapachula 1, Roma Norte, Cuauhtémoc, Distrito Federal",1702,depto,venta,1.0,19.4123123,-99.1613896,4.0,2.0,3.0,143.0,143.0,10.0,6250000.0,metros_cubicos,POINT (-99.16138960000001 19.4123123),12617,0901500011375,9,15,1,1375,Urbana,1872,415.0,183.0,53.0,70.0,3.0,4.0,3.0,415.0,183.0,53.0,70.0,3.0,43706.293706293705,43706.293706293705
*departamento coahuila 159  roma norte  cuauhtémoc j.e.,"Coahuila 000, Roma Norte, Cuauhtémoc, Distrito Federal",1708,depto,venta,5.0,19.4118691,-99.1603636,2.0,2.0,3.0,135.0,135.0,0.0,2487200.0,metros_cubicos,POINT (-99.1603636 19.4118691),12617,0901500011375,9,15,1,1375,Urbana,1873,242.0,11.0,56.0,70.0,4.0,2.0,3.0,242.0,11.0,56.0,70.0,4.0,18423.703703703704,18423.703703703704
invierte de manera segura recuperacion bancaria en col.roma norte,"Cuauhtémoc, Distrito Federal",1865,depto,venta,19.0,19.4116332,-99.1610265,2.0,1.0,2.0,100.0,100.0,0.0,1759000.0,metros_cubicos,POINT (-99.16102650000001 19.4116332),12617,0901500011375,9,15,1,1375,Urbana,1874,240.0,10.0,47.0,67.0,3.0,2.0,2.0,240.0,10.0,47.0,67.0,3.0,17590.0,17590.0
venta depto 90m2 col roma norte cdmx,,13,depto,venta,,19.41261,-99.16082,2.0,,2.0,133.0,133.0,,4550000.0,viva_anuncios,POINT (-99.16082 19.41261),12617,0901500011375,9,15,1,1375,Urbana,1875,433.0,206.0,50.0,66.0,6.0,2.0,2.0,433.0,206.0,50.0,66.0,6.0,34210.52631578947,34210.52631578947
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60173",,54,depto,venta,,19.41151,-99.16234,2.0,,2.0,184.0,184.0,,8026360.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1876,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,43621.52173913043,43621.52173913043
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60174",,55,depto,venta,,19.41151,-99.16234,2.0,,2.0,158.0,158.0,,6380520.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1877,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,40383.037974683546,40383.037974683546
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60171",,56,depto,venta,,19.41151,-99.16234,2.0,,2.0,78.0,78.0,,4710600.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1878,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,60392.307692307695,60392.307692307695
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60169",,57,depto,venta,,19.41151,-99.16234,2.0,,2.0,120.0,120.0,,6306550.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1879,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,52554.583333333336,52554.583333333336
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60175",,58,depto,venta,,19.41151,-99.16234,2.0,,2.0,132.0,132.0,,6360510.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1880,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,48185.681818181816,48185.681818181816
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60167",,59,depto,venta,,19.41151,-99.16234,2.0,,2.0,83.0,83.0,,4714700.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1881,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,56803.614457831325,56803.614457831325
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60166",,60,depto,venta,,19.41151,-99.16234,2.0,,2.0,93.0,93.0,,5845980.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1882,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,62860.0,62860.0
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60168",,61,depto,venta,,19.41151,-99.16234,2.0,,2.0,103.0,103.0,,6661750.0,viva_anuncios,POINT (-99.16234 19.41151),12617,0901500011375,9,15,1,1375,Urbana,1883,458.0,10.0,85.0,219.0,3.0,2.0,2.0,458.0,10.0,85.0,219.0,3.0,64677.18446601942,64677.18446601942
departamento en venta roma norte,,99,depto,venta,,19.4117,-99.16136,2.0,,2.0,90.0,90.0,,4100000.0,viva_anuncios,POINT (-99.16136 19.4117),12617,0901500011375,9,15,1,1375,Urbana,1884,247.0,11.0,50.0,70.0,2.0,2.0,2.0,247.0,11.0,50.0,70.0,2.0,45555.555555555555,45555.555555555555
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60159",,875,depto,venta,,19.41156,-99.16055,2.0,,2.0,89.0,89.0,,5363485.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1892,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,60263.87640449438,60263.87640449438
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60161",,876,depto,venta,,19.41156,-99.16055,2.0,,2.0,71.0,71.0,,4270200.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1893,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,60143.66197183099,60143.66197183099
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60160",,877,depto,venta,,19.41156,-99.16055,2.0,,2.0,79.0,79.0,,4303135.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1894,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,54470.06329113924,54470.06329113924
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60163",,878,depto,venta,,19.41156,-99.16055,2.0,,2.0,141.0,141.0,,6218895.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1895,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,44105.63829787234,44105.63829787234
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60162",,889,depto,venta,,19.41156,-99.16055,2.0,,2.0,172.0,172.0,,7591980.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1896,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,44139.41860465116,44139.41860465116
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60164",,890,depto,venta,,19.41156,-99.16055,2.0,,2.0,154.0,154.0,,6792390.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1897,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,44106.42857142857,44106.42857142857
"venta de departamento en roma sur, cuauhtémoc con 2 recámaras, id: 60165",,891,depto,venta,,19.41156,-99.16055,2.0,,2.0,115.0,115.0,,6330120.0,viva_anuncios,POINT (-99.16055 19.41156),12617,0901500011375,9,15,1,1375,Urbana,1898,234.0,10.0,50.0,64.0,7.0,2.0,2.0,234.0,10.0,50.0,64.0,7.0,55044.52173913043,55044.52173913043
¡vive en un lujoso desarrollo: departamento en venta!,,896,depto,venta,,19.41144,-99.16112,2.0,,2.0,72.0,72.0,,4198875.0,viva_anuncios,POINT (-99.16112 19.41144),12617,0901500011375,9,15,1,1375,Urbana,1899,236.0,10.0,46.0,68.0,3.0,2.0,2.0,236.0,10.0,46.0,68.0,3.0,58317.708333333336,58317.708333333336
venta departamentos en tonala roma sur,,949,depto,venta,,19.4115,-99.16102,2.0,,2.0,62.0,62.0,,4198875.0,viva_anuncios,POINT (-99.16101999999999 19.4115),12617,0901500011375,9,15,1,1375,Urbana,1902,233.0,10.0,46.0,68.0,2.0,2.0,2.0,233.0,10.0,46.0,68.0,2.0,67723.79032258065,67723.79032258065
venta departamentos en coahuila roma norte,,952,depto,venta,,19.41162,-99.16049,2.0,,2.0,70.0,70.0,,3889440.0,viva_anuncios,POINT (-99.16049 19.41162),12617,0901500011375,9,15,1,1375,Urbana,1903,226.0,11.0,49.0,66.0,3.0,2.0,2.0,226.0,11.0,49.0,66.0,3.0,55563.42857142857,55563.42857142857
"#venta depto. exterior c/balcón, 3 recs, céntrico, cdmx","Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",130,depto,venta,7.0,19.4246112,-99.1595467,2.0,2.0,3.0,121.0,121.0,15.0,6350000.0,metros_cubicos,POINT (-99.15954670000001 19.4246112),12644,0901500010841,9,15,1,0841,Urbana,1906,300.0,9.0,42.0,55.0,18.0,2.0,3.0,300.0,9.0,42.0,55.0,18.0,52479.33884297521,52479.33884297521
"roma norte, departamento amueblado, cuauhtemoc, cmdx","Roma Norte, Cuauhtémoc, Distrito Federal",426,depto,renta,18.0,19.424807,-99.1598588,2.0,,3.0,72.0,72.0,0.0,15500.0,metros_cubicos,POINT (-99.15985879999999 19.424807),12644,0901500010841,9,15,1,0841,Urbana,1907,284.0,9.0,50.0,53.0,18.0,2.0,3.0,284.0,9.0,50.0,53.0,18.0,36904.761904761894,36904.761904761894
departamento venta col. roma norte,"Fuentes De Coyoacán, Coyoacán, Distrito Federal",164,depto,venta,6.0,19.3091973,-99.1360907,1.0,,2.0,50.0,50.0,17.0,2850000.0,metros_cubicos,POINT (-99.1360907 19.3091973),12825,0900300011410,9,3,1,1410,Urbana,1910,84.0,1.0,16.0,24.0,1.0,1.0,2.0,84.0,1.0,16.0,24.0,1.0,57000.0,57000.0
venta departamento chilpancingo roma,"Chilpancingo, Roma Norte, Cuauhtémoc, Distrito Federal",187,depto,venta,1.0,19.4030201,-99.1687004,1.0,1.0,2.0,67.0,67.0,0.0,3200000.0,metros_cubicos,POINT (-99.16870040000001 19.4030201),12622,0901500011445,9,15,1,1445,Urbana,1911,463.0,71.0,60.0,64.0,8.0,1.0,2.0,463.0,71.0,60.0,64.0,8.0,47761.19402985075,47761.19402985075
departamento en venta roma norte,"Hermosillo9, Roma Norte, Cuauhtémoc, Distrito Federal",1946,depto,venta,7.0,19.401785,-99.168802,1.0,,2.0,70.0,70.0,0.0,1151648.0,metros_cubicos,POINT (-99.168802 19.401785),12622,0901500011445,9,15,1,1445,Urbana,1912,383.0,38.0,53.0,68.0,9.0,1.0,2.0,383.0,38.0,53.0,68.0,9.0,16452.114285714284,16452.114285714284
venta departamentos en coahuila roma norte en coahuila,"Roma Sur, Cuauhtémoc, Distrito Federal",218,depto,venta,4.0,19.405299,-99.1649891,2.0,,2.0,70.0,70.0,1.0,3889440.0,metros_cubicos,POINT (-99.1649891 19.405299),12563,090150001145A,9,15,1,145A,Urbana,1913,779.0,432.0,46.0,68.0,7.0,2.0,2.0,779.0,432.0,46.0,68.0,7.0,55563.42857142857,55563.42857142857
"preventa deptos . tlacotalpan, roma sur","Tlacotalpan, Roma Norte, Cuauhtémoc, Distrito Federal",476,depto,venta,20.0,19.4052563,-99.1662026,2.0,1.0,2.0,190.0,190.0,0.0,11317200.0,metros_cubicos,POINT (-99.16620260000001 19.4052563),12563,090150001145A,9,15,1,145A,Urbana,1914,1186.0,749.0,61.0,91.0,8.0,2.0,2.0,1186.0,749.0,61.0,91.0,8.0,59564.21052631579,59564.21052631579
departamento en venta roma norte,"Baja Californias/n, Roma Norte, Cuauhtémoc, Distrito Federal",756,depto,venta,10.0,19.405973,-99.166385,2.0,,2.0,65.0,65.0,2.0,3500000.0,metros_cubicos,POINT (-99.16638500000001 19.405973),12563,090150001145A,9,15,1,145A,Urbana,1915,1206.0,753.0,62.0,100.0,9.0,2.0,2.0,1206.0,753.0,62.0,100.0,9.0,53846.153846153844,53846.153846153844
departamento en venta roma norte,"Bajio/""casa Roma"" Increibles Deptos. Desde 104 Hasta 236 M2 En Venta0, Roma Norte, Cuauhtémoc, Distrito Federal",1125,depto,venta,9.0,19.4037937,-99.1631623,2.0,,3.0,104.0,104.0,3.0,5975700.0,metros_cubicos,POINT (-99.1631623 19.4037937),12563,090150001145A,9,15,1,145A,Urbana,1916,230.0,20.0,18.0,44.0,5.0,2.0,3.0,230.0,20.0,18.0,44.0,5.0,57458.653846153844,57458.653846153844
tuxpan roma norte,"Tuxpan, Roma Norte, Cuauhtémoc, Distrito Federal",1165,depto,venta,,19.402295,-99.166614,2.0,1.0,2.0,128.0,128.0,0.0,6000000.0,metros_cubicos,POINT (-99.166614 19.402295),12563,090150001145A,9,15,1,145A,Urbana,1917,300.0,48.0,31.0,56.0,3.0,2.0,2.0,300.0,48.0,31.0,56.0,3.0,46875.0,46875.0
preventa loft en  roma norte,"Roma Sur, Cuauhtémoc, Distrito Federal",1518,depto,venta,20.0,19.4043698,-99.1636062,1.0,1.0,1.0,39.0,39.0,0.0,3315000.0,metros_cubicos,POINT (-99.1636062 19.4043698),12563,090150001145A,9,15,1,145A,Urbana,1918,262.0,28.0,21.0,48.0,5.0,1.0,1.0,262.0,28.0,21.0,48.0,5.0,85000.0,85000.0
"departamento en venta gabriel mancera , roma norte","Gabriel Mancera, Del Valle Norte, Benito Juárez, Distrito Federal",2015,depto,venta,15.0,19.3994578,-99.1614734,2.0,3.0,2.0,120.0,120.0,0.0,6000000.0,metros_cubicos,POINT (-99.16147340000001 19.3994578),11322,090140001005A,9,14,1,005A,Urbana,1922,126.0,6.0,10.0,33.0,6.0,2.0,2.0,126.0,6.0,10.0,33.0,6.0,50000.0,50000.0
veracruz,"Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",262,depto,renta,2.0,19.4180125,-99.1748189,1.0,,1.0,55.0,55.0,30.0,10000.0,metros_cubicos,POINT (-99.17481890000001 19.4180125),12607,0901500011182,9,15,1,1182,Urbana,1923,262.0,24.0,35.0,53.0,7.0,1.0,1.0,262.0,24.0,35.0,53.0,7.0,31168.83116883117,31168.83116883117
"renta departamento roma norte $30,000","Cozumel, Roma Norte, Cuauhtémoc, Distrito Federal",268,depto,renta,8.0,19.4172178,-99.1706047,2.0,,1.0,119.0,119.0,0.0,30000.0,metros_cubicos,POINT (-99.1706047 19.4172178),12607,0901500011182,9,15,1,1182,Urbana,1924,343.0,67.0,47.0,89.0,7.0,2.0,1.0,343.0,67.0,47.0,89.0,7.0,43217.2869147659,43217.2869147659
"departamento en renta, 2 recámaras, colonia roma norte. odd-0337","Avenida Sonora 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",336,depto,renta,43.0,19.4175462,-99.1714968,2.0,,2.0,74.0,74.0,0.0,14000.0,metros_cubicos,POINT (-99.1714968 19.4175462),12607,0901500011182,9,15,1,1182,Urbana,1926,377.0,70.0,44.0,85.0,11.0,2.0,2.0,377.0,70.0,44.0,85.0,11.0,32432.432432432433,32432.432432432433
"2078 veracruz, roma norte","Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",377,depto,venta,,19.416238,-99.172753,3.0,2.0,3.0,141.0,141.0,0.0,16000000.0,metros_cubicos,POINT (-99.172753 19.416238),12607,0901500011182,9,15,1,1182,Urbana,1928,176.0,13.0,17.0,46.0,7.0,3.0,3.0,176.0,13.0,17.0,46.0,7.0,113475.17730496454,113475.17730496454
magnifico departamento en pb construido en 2 niveles frente al parque españa,"Av. Sonora 105, Roma Norte, Cuauhtémoc, Distrito Federal",393,depto,venta,3.0,19.4169934,-99.1710197,2.0,2.0,3.0,138.0,138.0,12.0,5950000.0,metros_cubicos,POINT (-99.1710197 19.4169934),12607,0901500011182,9,15,1,1182,Urbana,1930,328.0,68.0,44.0,85.0,5.0,2.0,3.0,328.0,68.0,44.0,85.0,5.0,43115.942028985504,43115.942028985504
"salamanca, roma norte - preventa","Roma Norte, Cuauhtémoc, Distrito Federal",436,depto,venta,7.0,19.4172482,-99.1716012,1.0,,1.0,36.0,36.0,0.0,3489158.0,metros_cubicos,POINT (-99.1716012 19.4172482),12607,0901500011182,9,15,1,1182,Urbana,1931,334.0,69.0,39.0,80.0,6.0,1.0,1.0,334.0,69.0,39.0,80.0,6.0,96921.05555555556,96921.05555555556
"departamento en venta cerca del parque españa, condesa 2 niv","Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",1008,depto,venta,43.0,19.4165043,-99.1732041,2.0,2.0,2.0,149.0,149.0,0.0,11800000.0,metros_cubicos,POINT (-99.17320410000001 19.4165043),12607,0901500011182,9,15,1,1182,Urbana,1932,161.0,9.0,16.0,27.0,8.0,2.0,2.0,161.0,9.0,16.0,27.0,8.0,79194.63087248322,79194.63087248322
"veracruz, roma norte","Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",1062,depto,venta,5.0,19.4180125,-99.1748189,1.0,,1.0,58.0,58.0,0.0,5420077.0,metros_cubicos,POINT (-99.17481890000001 19.4180125),12607,0901500011182,9,15,1,1182,Urbana,1933,262.0,24.0,35.0,53.0,7.0,1.0,1.0,262.0,24.0,35.0,53.0,7.0,93449.60344827586,93449.60344827586
"3260 colima, roma norte","Colima, Roma Norte, Cuauhtémoc, Distrito Federal",1244,depto,venta,,19.4174257,-99.171952,2.0,2.0,3.0,245.0,245.0,0.0,8900000.0,metros_cubicos,POINT (-99.171952 19.4174257),12607,0901500011182,9,15,1,1182,Urbana,1934,316.0,64.0,37.0,70.0,8.0,2.0,3.0,316.0,64.0,37.0,70.0,8.0,36326.5306122449,36326.5306122449
co venta departamento en la condesa,"Colima 415, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1754,depto,venta,25.0,19.4174221,-99.1719527,1.0,1.0,3.0,50.0,184.0,0.0,947073.0,metros_cubicos,POINT (-99.17195270000001 19.4174221),12607,0901500011182,9,15,1,1182,Urbana,1935,316.0,64.0,37.0,70.0,8.0,1.0,3.0,316.0,64.0,37.0,70.0,8.0,18941.46,18941.46
departamento en roma norte mx20-jr0431,"Cuauhtémoc, Distrito Federal",1811,depto,venta,4.0,19.4174221,-99.1719527,2.0,1.0,3.0,156.0,156.0,0.0,2839000.0,metros_cubicos,POINT (-99.17195270000001 19.4174221),12607,0901500011182,9,15,1,1182,Urbana,1936,316.0,64.0,37.0,70.0,8.0,2.0,3.0,316.0,64.0,37.0,70.0,8.0,18198.71794871795,18198.71794871795
"cozumel, colonia roma, depa de buen valor al mejor precio","Cozumel, Roma Norte, Cuauhtémoc, Distrito Federal",1911,depto,venta,2.0,19.4175921,-99.1722728,2.0,,2.0,100.0,100.0,72.0,3490000.0,metros_cubicos,POINT (-99.1722728 19.4175921),12607,0901500011182,9,15,1,1182,Urbana,1937,334.0,68.0,39.0,68.0,9.0,2.0,2.0,334.0,68.0,39.0,68.0,9.0,34900.0,34900.0
penthouse en la condesa a media cuadra del parque espana,,26,depto,venta,,19.41652,-99.17243,3.0,,3.0,425.0,425.0,,20000000.0,viva_anuncios,POINT (-99.17243000000001 19.41652),12607,0901500011182,9,15,1,1182,Urbana,1938,253.0,63.0,21.0,55.0,7.0,3.0,3.0,253.0,63.0,21.0,55.0,7.0,47058.82352941176,47058.82352941176
magnifico departamento a media cuadra del parque españa,,404,depto,venta,,19.4168,-99.17082,2.0,,3.0,138.0,138.0,,5950000.0,viva_anuncios,POINT (-99.17082000000001 19.4168),12607,0901500011182,9,15,1,1182,Urbana,1942,317.0,69.0,43.0,83.0,5.0,2.0,3.0,317.0,69.0,43.0,83.0,5.0,43115.942028985504,43115.942028985504
departamento en venta en condesa.,,607,depto,venta,,19.41731,-99.17194,2.0,,2.0,138.0,138.0,,7250000.0,viva_anuncios,POINT (-99.17194000000001 19.41731),12607,0901500011182,9,15,1,1182,Urbana,1944,299.0,64.0,33.0,68.0,7.0,2.0,2.0,299.0,64.0,33.0,68.0,7.0,52536.23188405797,52536.23188405797
"hermoso departamento en venta en la condesa con hermosas vistas, muy iluminado",,849,depto,venta,,19.41742,-99.17195,2.0,,3.0,150.0,150.0,,6200000.0,viva_anuncios,POINT (-99.17195 19.41742),12607,0901500011182,9,15,1,1182,Urbana,1947,315.0,64.0,37.0,70.0,8.0,2.0,3.0,315.0,64.0,37.0,70.0,8.0,41333.333333333336,41333.333333333336
"departamento en venta en hipódromo condesa, 1 recámara, 3 niveles, roof garden",,850,depto,venta,,19.41689,-99.17503,1.0,,1.0,162.0,162.0,,7200000.0,viva_anuncios,POINT (-99.17503000000001 19.41689),12607,0901500011182,9,15,1,1182,Urbana,1948,207.0,6.0,31.0,49.0,9.0,1.0,1.0,207.0,6.0,31.0,49.0,9.0,44444.444444444445,44444.444444444445
condesa venta depto increible nuevo desarrollo con roof g privado,,873,depto,venta,,19.41609,-99.17396,1.0,,1.0,115.0,115.0,,7950000.0,viva_anuncios,POINT (-99.17395999999999 19.41609),12607,0901500011182,9,15,1,1182,Urbana,1949,146.0,6.0,16.0,25.0,8.0,1.0,1.0,146.0,6.0,16.0,25.0,8.0,69130.43478260869,69130.43478260869
venta departamento condesa,,921,depto,venta,,19.41642,-99.17478,2.0,,2.0,122.0,122.0,,10950000.0,viva_anuncios,POINT (-99.17478 19.41642),12607,0901500011182,9,15,1,1182,Urbana,1950,169.0,3.0,22.0,40.0,8.0,2.0,2.0,169.0,3.0,22.0,40.0,8.0,89754.09836065574,89754.09836065574
"venta ultimo departamento; 1 o 2 recamaras. edificio sustentable. condesa, cdmx.",,937,depto,venta,,19.41531,-99.17238,1.0,,2.0,76.0,76.0,,6844910.0,viva_anuncios,POINT (-99.17238 19.41531),12607,0901500011182,9,15,1,1182,Urbana,1951,125.0,11.0,13.0,25.0,8.0,1.0,2.0,125.0,11.0,13.0,25.0,8.0,90064.6052631579,90064.6052631579
venta departamento colonia condesa,,939,depto,venta,,19.41601,-99.17402,3.0,,3.0,234.0,234.0,,19500000.0,viva_anuncios,POINT (-99.17402 19.41601),12607,0901500011182,9,15,1,1182,Urbana,1952,136.0,4.0,15.0,27.0,7.0,3.0,3.0,136.0,4.0,15.0,27.0,7.0,83333.33333333333,83333.33333333333
