main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",573,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,76.0,0.0,0.0,4908500.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1575,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",574,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,76.0,0.0,0.0,4700054.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1576,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",575,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,76.0,0.0,0.0,4831950.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1577,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",576,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,103.0,0.0,0.0,9025380.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1578,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",577,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,76.0,0.0,0.0,4755400.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1579,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",578,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,76.0,0.0,0.0,4839750.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1580,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",579,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,86.0,0.0,0.0,6303500.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1581,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",580,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,103.0,0.0,0.0,8982870.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1582,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",581,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,86.0,0.0,0.0,6216700.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1583,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",582,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,86.0,0.0,0.0,6238400.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1584,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",583,depto,venta,15.0,19.4109247,-99.1651635,2.0,1.0,2.0,86.0,0.0,0.0,5956650.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1585,590.0,19.0,106.0,267.0,7.0
Departamento - Roma Norte,"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",584,depto,venta,15.0,19.4109247,-99.1651635,2.0,,2.0,86.0,0.0,0.0,6173300.0,metros_cubicos,POINT (-99.16516350000001 19.4109247),12666,0901500011356,09,015,0001,1356,Urbana,1586,590.0,19.0,106.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1539),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",589,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,74.0,74.0,0.0,4441570.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1587,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1547),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",599,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,183.0,183.0,0.0,8026360.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1588,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1506),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",603,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,5999560.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1589,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1498),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",604,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,93.0,93.0,0.0,5845980.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1590,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1544),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",611,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,5135820.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1591,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1535),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",618,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,6129760.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1592,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1528),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",619,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,5844580.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1593,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1540),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",624,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,6216180.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1594,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1532),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",625,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4829620.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1595,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1555),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",631,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,5222500.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1596,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1538),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",632,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,78.0,78.0,0.0,4655643.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1597,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1527),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",633,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,74.0,74.0,0.0,4419100.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1598,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1497),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",634,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,93.0,93.0,0.0,5845980.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1599,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1549),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",646,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,157.0,157.0,0.0,6380520.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1600,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1542),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",647,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4906170.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1601,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1543),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",648,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,4949550.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1602,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1533),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",649,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4829620.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1603,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1522),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",650,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4753070.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1604,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1518),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",651,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,5751680.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1605,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1515),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",652,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,6042960.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1606,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1505),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",653,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,120.0,120.0,0.0,6306550.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1607,591.0,19.0,107.0,267.0,7.0
Bonito Departamento En Venta En Roma Norte,"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",655,depto,venta,,19.4116387,-99.1657027,2.0,2.0,2.0,90.0,90.0,13.0,5500000.0,metros_cubicos,POINT (-99.1657027 19.4116387),12666,0901500011356,09,015,0001,1356,Urbana,1608,620.0,24.0,104.0,282.0,10.0
Departamento En Venta Roma Norte (m2d1556),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",656,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,131.0,131.0,0.0,6360510.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1609,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1550),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",657,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,150.0,150.0,0.0,6111850.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1610,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1546),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",658,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,183.0,183.0,0.0,8026360.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1611,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1545),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",659,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,6229380.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1612,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1541),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",660,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,5135820.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1613,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1536),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",661,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,6129760.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1614,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1537),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",662,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,78.0,78.0,0.0,4655643.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1615,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1534),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",663,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,5856980.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1616,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1530),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",664,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4829620.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1617,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1531),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",665,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,4643350.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1618,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1529),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",666,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4829620.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1619,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1526),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",667,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,74.0,74.0,0.0,4419100.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1620,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1523),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",668,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,5763880.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1621,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1525),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",669,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,78.0,78.0,0.0,4632090.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1622,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1524),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",670,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,6064660.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1623,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1521),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",671,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4753070.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1624,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1520),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",672,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,4796450.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1625,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1519),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",673,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4753070.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1626,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1516),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",674,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,78.0,78.0,0.0,4612462.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1627,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1514),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",675,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,6042960.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1628,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1511),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",676,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,4719900.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1629,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1512),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",677,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4676520.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1630,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1510),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",678,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4676520.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1631,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1509),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",679,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,81.0,81.0,0.0,4676520.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1632,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1508),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",680,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,5751680.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1633,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1507),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",681,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,78.0,78.0,0.0,4710600.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1634,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1663),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",682,depto,venta,,19.4109231,-99.1651722,2.0,2.0,2.0,97.0,97.0,0.0,5999560.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1635,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1503),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",683,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,102.0,102.0,0.0,5257775.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1636,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1504),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",684,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,102.0,102.0,0.0,5257775.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1637,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1502),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",685,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,119.0,119.0,0.0,6290450.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1638,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1501),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",686,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,83.0,83.0,0.0,4714700.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1639,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1499),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",687,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,93.0,93.0,0.0,5064690.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1640,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1500),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",688,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,85.0,85.0,0.0,4918890.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1641,591.0,19.0,107.0,267.0,7.0
Departamento En Venta Roma Norte (m2d1513),"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",707,depto,venta,,19.4109231,-99.1651722,2.0,1.0,2.0,97.0,97.0,0.0,5670780.0,metros_cubicos,POINT (-99.1651722 19.4109231),12666,0901500011356,09,015,0001,1356,Urbana,1642,591.0,19.0,107.0,267.0,7.0
Departamento En Venta En Roma Norte,"Null, Roma Norte, Cuauhtémoc, Distrito Federal",850,depto,venta,3.0,19.4066719,-99.1638453,2.0,1.0,2.0,129.0,129.0,2020.0,8200000.0,metros_cubicos,POINT (-99.16384530000001 19.4066719),12666,0901500011356,09,015,0001,1356,Urbana,1643,425.0,140.0,23.0,50.0,9.0
Departamento En La Colonia Roma,"Manzanillo, Roma Norte, Cuauhtémoc, Distrito Federal",858,depto,venta,4.0,19.4109567,-99.1660421,1.0,,1.0,52.0,52.0,60.0,3500000.0,metros_cubicos,POINT (-99.1660421 19.4109567),12666,0901500011356,09,015,0001,1356,Urbana,1644,659.0,26.0,114.0,298.0,9.0
"Roma Norte, Proyecto Del Arq. Antonio Farré, Mural De Marco ","Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",1047,depto,venta,,19.4117559,-99.1649783,1.0,,1.0,58.0,58.0,0.0,5500000.0,metros_cubicos,POINT (-99.1649783 19.4117559),12666,0901500011356,09,015,0001,1356,Urbana,1645,618.0,23.0,112.0,262.0,9.0
Se Vende Departamento En La Colonia Roma,"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1163,depto,venta,3.0,19.4105302,-99.1656737,2.0,1.0,2.0,81.0,81.0,0.0,4753000.0,metros_cubicos,POINT (-99.1656737 19.4105302),12666,0901500011356,09,015,0001,1356,Urbana,1646,604.0,25.0,101.0,272.0,7.0
Últimos Departamentos En Preventa En Roma Norte,"Roma Norte, Cuauhtémoc, Distrito Federal",1349,depto,venta,,19.4117924,-99.1651247,1.0,1.0,1.0,42.0,42.0,0.0,2890000.0,metros_cubicos,POINT (-99.16512470000001 19.4117924),12666,0901500011356,09,015,0001,1356,Urbana,1647,611.0,23.0,109.0,260.0,9.0
"D543 - Coahuila, Roma Norte","Coahuila, Roma Sur, Cuauhtémoc, Distrito Federal",1420,depto,venta,,19.4109242,-99.1651853,2.0,,2.0,74.0,74.0,0.0,4592835.0,metros_cubicos,POINT (-99.1651853 19.4109242),12666,0901500011356,09,015,0001,1356,Urbana,1648,592.0,19.0,107.0,268.0,7.0
"Bonito Depa En Medellín 253, Roma, Remate!!!!fvc","Medellín 253, Roma Norte, Cuauhtémoc, Distrito Federal",1721,depto,venta,2.0,19.4084625,-99.1638752,1.0,1.0,2.0,92.0,92.0,19.0,945000.0,metros_cubicos,POINT (-99.16387520000001 19.4084625),12666,0901500011356,09,015,0001,1356,Urbana,1649,560.0,64.0,70.0,212.0,7.0
Medellin No. 253 Roma Norte Jlp,"Medellín No. 253, Roma Sur, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1797,depto,venta,2.0,19.4068747,-99.1633599,1.0,1.0,3.0,92.0,92.0,0.0,945000.0,metros_cubicos,POINT (-99.1633599 19.4068747),12666,0901500011356,09,015,0001,1356,Urbana,1650,335.0,80.0,24.0,47.0,8.0
Champoton Roma Norte Cuauh Jlp,"Calle Champotón 15, Roma Sur, Ciudad De México, Cdmx, 15, Roma Norte, Cuauhtémoc, Distrito Federal",1951,casa,venta,2.0,19.4088603,-99.1667083,2.0,1.0,4.0,102.0,264.0,0.0,1648623.0,metros_cubicos,POINT (-99.1667083 19.4088603),12666,0901500011356,09,015,0001,1356,Urbana,1651,692.0,301.0,70.0,117.0,6.0
